player,phase,runs,balls,dots,boundaries,entity_type,strike_rate,dot_ball_pct,boundary_pct,wickets,economy
Kaleem Sana,Middle,18,27,18,2,batter,66.67,66.67,7.41,,
Kamran Akmal,Death,1357,1424,680,146,batter,95.29,47.75,10.25,,
Kamran Akmal,Long-format,1856,2953,2092,276,batter,62.85,70.84,9.35,,
Kamran Akmal,Middle,1289,1340,695,173,batter,96.19,51.87,12.91,,
Kamran Akmal,Powerplay,1038,1328,863,153,batter,78.16,64.98,11.52,,
Karan KC,Death,1056,929,460,135,batter,113.67,49.52,14.53,,
Karan KC,Middle,58,81,39,3,batter,71.6,48.15,3.7,,
Karan KC,Powerplay,14,15,9,2,batter,93.33,60.0,13.33,,
Karanbir Singh,Death,11,10,3,1,batter,110.0,30.0,10.0,,
Karanbir Singh,Middle,1135,562,186,172,batter,201.96,33.1,30.6,,
Karanbir Singh,Powerplay,977,656,341,175,batter,148.93,51.98,26.68,,
Kuldeep Yadav,Death,227,437,262,16,batter,51.95,59.95,3.66,,
Kuldeep Yadav,Long-format,225,890,753,23,batter,25.28,84.61,2.58,,
Kuldeep Yadav,Middle,23,32,15,1,batter,71.88,46.88,3.12,,
L Ngidi,Death,164,291,207,19,batter,56.36,71.13,6.53,,
L Ngidi,Long-format,97,230,189,15,batter,42.17,82.17,6.52,,
L Ngidi,Middle,18,28,14,1,batter,64.29,50.0,3.57,,
L Ronchi,Death,1253,1033,424,162,batter,121.3,41.05,15.68,,
L Ronchi,Long-format,319,431,286,47,batter,74.01,66.36,10.9,,
L Ronchi,Middle,299,245,105,39,batter,122.04,42.86,15.92,,
L Ronchi,Powerplay,197,194,114,34,batter,101.55,58.76,17.53,,
L Tucker,Death,989,1013,462,110,batter,97.63,45.61,10.86,,
L Tucker,Long-format,626,1013,695,85,batter,61.8,68.61,8.39,,
L Tucker,Middle,1004,889,293,100,batter,112.94,32.96,11.25,,
L Tucker,Powerplay,355,315,158,56,batter,112.7,50.16,17.78,,
LD Chandimal,Death,2977,3690,1673,222,batter,80.68,45.34,6.02,,
LD Chandimal,Long-format,6239,12469,9002,702,batter,50.04,72.2,5.63,,
LD Chandimal,Middle,1248,1702,912,112,batter,73.33,53.58,6.58,,
LD Chandimal,Powerplay,478,581,338,67,batter,82.27,58.18,11.53,,
LE Plunkett,Death,577,522,212,65,batter,110.54,40.61,12.45,,
LE Plunkett,Long-format,225,453,332,30,batter,49.67,73.29,6.62,,
LE Plunkett,Middle,0,1,1,0,batter,0.0,100.0,0.0,,
LH Ferguson,Death,150,259,154,11,batter,57.92,59.46,4.25,,
LH Ferguson,Long-format,1,9,8,0,batter,11.11,88.89,0.0,,
LH Ferguson,Middle,8,18,9,0,batter,44.44,50.0,0.0,,
LL Tsotsobe,Death,60,118,85,8,batter,50.85,72.03,6.78,,
LL Tsotsobe,Long-format,19,53,43,2,batter,35.85,81.13,3.77,,
LL Tsotsobe,Middle,0,1,1,0,batter,0.0,100.0,0.0,,
LM Jongwe,Death,598,549,244,71,batter,108.93,44.44,12.93,,
LM Jongwe,Long-format,56,93,72,10,batter,60.22,77.42,10.75,,
LM Jongwe,Middle,168,207,104,16,batter,81.16,50.24,7.73,,
LM Jongwe,Powerplay,18,27,18,2,batter,66.67,66.67,7.41,,
LMP Simmons,Death,1226,1455,754,124,batter,84.26,51.82,8.52,,
LMP Simmons,Long-format,270,585,440,30,batter,46.15,75.21,5.13,,
LMP Simmons,Middle,1208,1334,687,143,batter,90.55,51.5,10.72,,
LMP Simmons,Powerplay,994,1098,664,147,batter,90.53,60.47,13.39,,
LN Rajbanshi,Death,50,183,148,3,batter,27.32,80.87,1.64,,
LRPL Taylor,Death,7001,7566,3274,670,batter,92.53,43.27,8.86,,
LRPL Taylor,Long-format,7566,12767,8864,978,batter,59.26,69.43,7.66,,
LRPL Taylor,Middle,2693,3264,1674,280,batter,82.51,51.29,8.58,,
LRPL Taylor,Powerplay,371,543,364,52,batter,68.32,67.03,9.58,,
LV van Beek,Death,540,634,311,48,batter,85.17,49.05,7.57,,
LV van Beek,Middle,39,79,44,0,batter,49.37,55.7,0.0,,
LV van Beek,Powerplay,30,6,0,6,batter,500.0,0.0,100.0,,
Liton Das,Death,1039,1019,423,111,batter,101.96,41.51,10.89,,
Liton Das,Long-format,3224,5351,3692,410,batter,60.25,69.0,7.66,,
Liton Das,Middle,1787,1750,746,195,batter,102.11,42.63,11.14,,
Liton Das,Powerplay,2016,1926,1027,305,batter,104.67,53.32,15.84,,
M Jansen,Death,659,538,238,86,batter,122.49,44.24,15.99,,
M Jansen,Long-format,623,1134,842,91,batter,54.94,74.25,8.02,,
M Jansen,Middle,145,127,60,18,batter,114.17,47.24,14.17,,
M Labuschagne,Death,1401,1530,624,120,batter,91.57,40.78,7.84,,
M Labuschagne,Long-format,4680,8930,6483,547,batter,52.41,72.6,6.13,,
M Labuschagne,Middle,406,595,324,34,batter,68.24,54.45,5.71,,
M Labuschagne,Powerplay,48,87,66,7,batter,55.17,75.86,8.05,,
M Morkel,Death,290,371,213,35,batter,78.17,57.41,9.43,,
M Morkel,Long-format,931,1838,1418,146,batter,50.65,77.15,7.94,,
M Muralitharan,Death,316,378,205,37,batter,83.6,54.23,9.79,,
M Muralitharan,Long-format,273,352,239,39,batter,77.56,67.9,11.08,,
M Muralitharan,Middle,0,1,1,0,batter,0.0,100.0,0.0,,
M Ntini,Death,111,154,92,13,batter,72.08,59.74,8.44,,
M Ntini,Long-format,366,845,664,51,batter,43.31,78.58,6.04,,
M Theekshana,Death,352,666,419,25,batter,52.85,62.91,3.75,,
M Theekshana,Long-format,58,147,117,7,batter,39.46,79.59,4.76,,
M Theekshana,Middle,37,58,34,3,batter,63.79,58.62,5.17,,
M Vijay,Death,90,101,47,8,batter,89.11,46.53,7.92,,
M Vijay,Long-format,3872,8424,6404,484,batter,45.96,76.02,5.75,,
M Vijay,Middle,154,212,117,15,batter,72.64,55.19,7.08,,
M Vijay,Powerplay,212,300,191,28,batter,70.67,63.67,9.33,,
MA Leask,Death,1745,1448,612,212,batter,120.51,42.27,14.64,,
MA Leask,Middle,630,544,200,69,batter,115.81,36.76,12.68,,
MA Leask,Powerplay,52,53,31,8,batter,98.11,58.49,15.09,,
MA Starc,Death,659,810,425,63,batter,81.36,52.47,7.78,,
MA Starc,Long-format,2450,4152,2896,301,batter,59.01,69.75,7.25,,
MA Starc,Middle,17,36,18,0,batter,47.22,50.0,0.0,,
MA Wood,Death,173,165,71,20,batter,104.85,43.03,12.12,,
MA Wood,Long-format,806,1135,796,129,batter,71.01,70.13,11.37,,
MA Wood,Middle,0,1,1,0,batter,0.0,100.0,0.0,,
MD Gunathilaka,Death,462,522,221,42,batter,88.51,42.34,8.05,,
MD Gunathilaka,Long-format,291,594,439,33,batter,48.99,73.91,5.56,,
MD Gunathilaka,Middle,742,781,361,87,batter,95.01,46.22,11.14,,
MD Gunathilaka,Powerplay,1074,1105,604,153,batter,97.19,54.66,13.85,,
MD Patel,Death,1297,1399,594,113,batter,92.71,42.46,8.08,,
MD Patel,Middle,1090,1245,611,116,batter,87.55,49.08,9.32,,
MD Patel,Powerplay,758,710,375,113,batter,106.76,52.82,15.92,,
MD Shanaka,Death,1992,1690,720,251,batter,117.87,42.6,14.85,,
MD Shanaka,Long-format,140,275,210,16,batter,50.91,76.36,5.82,,
MD Shanaka,Middle,993,1017,437,97,batter,97.64,42.97,9.54,,
MD Shanaka,Powerplay,29,45,31,5,batter,64.44,68.89,11.11,,
MDK Perera,Death,109,128,63,12,batter,85.16,49.22,9.38,,
MDK Perera,Long-format,1301,2776,2137,181,batter,46.87,76.98,6.52,,
MDK Perera,Middle,16,19,10,2,batter,84.21,52.63,10.53,,
MDK Perera,Powerplay,28,58,42,2,batter,48.28,72.41,3.45,,
MDKJ Perera,Death,1259,1304,553,138,batter,96.55,42.41,10.58,,
MDKJ Perera,Long-format,1173,1623,1057,162,batter,72.27,65.13,9.98,,
MDKJ Perera,Middle,2093,1912,744,237,batter,109.47,38.91,12.4,,
MDKJ Perera,Powerplay,2023,1813,920,315,batter,111.58,50.74,17.37,,
ME Trescothick,Death,694,767,321,62,batter,90.48,41.85,8.08,,
ME Trescothick,Long-format,2258,3920,2920,350,batter,57.6,74.49,8.93,,
ME Trescothick,Middle,849,808,419,133,batter,105.07,51.86,16.46,,
ME Trescothick,Powerplay,688,1047,724,113,batter,65.71,69.15,10.79,,
MEK Hussey,Death,5018,5402,2214,426,batter,92.89,40.98,7.89,,
MEK Hussey,Long-format,5746,11626,8549,666,batter,49.42,73.53,5.73,,
MEK Hussey,Middle,650,878,502,66,batter,74.03,57.18,7.52,,
MEK Hussey,Powerplay,100,143,90,12,batter,69.93,62.94,8.39,,
MF Maharoof,Death,799,970,489,76,batter,82.37,50.41,7.84,,
MF Maharoof,Long-format,448,1155,928,58,batter,38.79,80.35,5.02,,
MF Maharoof,Middle,18,26,15,1,batter,69.23,57.69,3.85,,
MG Bracewell,Death,1127,938,389,142,batter,120.15,41.47,15.14,,
MG Bracewell,Long-format,339,591,422,46,batter,57.36,71.4,7.78,,
MG Bracewell,Middle,243,238,112,28,batter,102.1,47.06,11.76,,
MG Bracewell,Powerplay,14,14,8,2,batter,100.0,57.14,14.29,,
MG Erasmus,Death,1934,2134,1045,200,batter,90.63,48.97,9.37,,
MG Erasmus,Middle,1834,1863,848,189,batter,98.44,45.52,10.14,,
MG Erasmus,Powerplay,315,336,208,52,batter,93.75,61.9,15.48,,
MG Johnson,Death,990,1004,469,107,batter,98.61,46.71,10.66,,
MG Johnson,Long-format,2042,3511,2544,277,batter,58.16,72.46,7.89,,
MG Johnson,Middle,48,63,40,5,batter,76.19,63.49,7.94,,
MG Johnson,Powerplay,1,3,2,0,batter,33.33,66.67,0.0,,
MH Cross,Death,1453,1675,769,135,batter,86.75,45.91,8.06,,
MH Cross,Middle,1039,1254,564,86,batter,82.85,44.98,6.86,,
MH Cross,Powerplay,751,965,631,108,batter,77.82,65.39,11.19,,
MJ Clarke,Death,5609,6751,3089,460,batter,83.08,45.76,6.81,,
MJ Clarke,Long-format,8061,14451,10252,940,batter,55.78,70.94,6.5,,
MJ Clarke,Middle,1279,1956,1211,126,batter,65.39,61.91,6.44,,
MJ Clarke,Powerplay,553,669,412,70,batter,82.66,61.58,10.46,,
MJ Guptill,Death,2702,2730,1215,295,batter,98.97,44.51,10.81,,
MJ Guptill,Long-format,2574,5502,4242,348,batter,46.78,77.1,6.32,,
MJ Guptill,Middle,3659,3646,1764,457,batter,100.36,48.38,12.53,,
MJ Guptill,Powerplay,4248,4348,2551,641,batter,97.7,58.67,14.74,,
MJ Henry,Death,304,318,167,37,batter,95.6,52.52,11.64,,
MJ Henry,Long-format,665,851,596,110,batter,78.14,70.04,12.93,,
MJ Henry,Middle,1,5,4,0,batter,20.0,80.0,0.0,,
MJ Hoggard,Death,5,11,7,0,batter,45.45,63.64,0.0,,
MJ Hoggard,Long-format,259,1105,951,28,batter,23.44,86.06,2.53,,
MJ Leach,Long-format,497,1327,1091,66,batter,37.45,82.22,4.97,,
MJ McClenaghan,Death,123,153,86,15,batter,80.39,56.21,9.8,,
MJ McClenaghan,Middle,9,6,1,1,batter,150.0,16.67,16.67,,
MJ Prior,Death,546,678,320,49,batter,80.53,47.2,7.23,,
MJ Prior,Long-format,4077,6600,4482,508,batter,61.77,67.91,7.7,,
MJ Prior,Middle,431,534,313,52,batter,80.71,58.61,9.74,,
MJ Prior,Powerplay,365,480,311,52,batter,76.04,64.79,10.83,,
MJ Santner,Death,2115,2012,894,232,batter,105.12,44.43,11.53,,
MJ Santner,Long-format,1083,2290,1782,153,batter,47.29,77.82,6.68,,
MJ Santner,Middle,468,429,171,49,batter,109.09,39.86,11.42,,
MJ Santner,Powerplay,64,64,37,11,batter,100.0,57.81,17.19,,
ML Hayden,Death,1329,1396,598,127,batter,95.2,42.84,9.1,,
ML Hayden,Long-format,4100,6724,4648,525,batter,60.98,69.13,7.81,,
ML Hayden,Middle,1692,2015,1145,212,batter,83.97,56.82,10.52,,
ML Hayden,Powerplay,1189,1553,1012,176,batter,76.56,65.16,11.33,,
MM Ali,Death,1992,1870,829,231,batter,106.52,44.33,12.35,,
MM Ali,Long-format,3085,5959,4371,407,batter,51.77,73.35,6.83,,
MM Ali,Middle,1054,908,372,125,batter,116.08,40.97,13.77,,
MM Ali,Powerplay,389,389,223,62,batter,100.0,57.33,15.94,,
MM Patel,Death,74,112,66,8,batter,66.07,58.93,7.14,,
MM Patel,Long-format,52,130,107,8,batter,40.0,82.31,6.15,,
MN Samuels,Death,3378,3895,2029,380,batter,86.73,52.09,9.76,,
MN Samuels,Long-format,3008,6192,4724,437,batter,48.58,76.29,7.06,,
MN Samuels,Middle,1805,2223,1290,226,batter,81.2,58.03,10.17,,
MN Samuels,Powerplay,470,650,429,71,batter,72.31,66.0,10.92,,
MN Waller,Death,1118,1333,695,127,batter,83.87,52.14,9.53,,
MN Waller,Long-format,576,1134,826,69,batter,50.79,72.84,6.08,,
MN Waller,Middle,416,349,137,48,batter,119.2,39.26,13.75,,
MN Waller,Powerplay,9,22,15,1,batter,40.91,68.18,4.55,,
MP O'Dowd,Death,824,993,460,75,batter,82.98,46.32,7.55,,
MP O'Dowd,Middle,1649,1748,810,181,batter,94.34,46.34,10.35,,
MP O'Dowd,Powerplay,1861,1899,1014,275,batter,98.0,53.4,14.48,,
MP Stoinis,Death,1556,1423,607,182,batter,109.35,42.66,12.79,,
MP Stoinis,Middle,1181,951,415,158,batter,124.19,43.64,16.61,,
MP Stoinis,Powerplay,128,135,84,22,batter,94.81,62.22,16.3,,
MP Vaughan,Death,547,739,361,37,batter,74.02,48.85,5.01,,
MP Vaughan,Long-format,2441,4880,3712,337,batter,50.02,76.07,6.91,,
MP Vaughan,Middle,624,893,590,88,batter,69.88,66.07,9.85,,
MP Vaughan,Powerplay,226,433,313,31,batter,52.19,72.29,7.16,,
MR Adair,Death,880,681,269,106,batter,129.22,39.5,15.57,,
MR Adair,Long-format,292,420,290,44,batter,69.52,69.05,10.48,,
MR Adair,Middle,365,348,151,40,batter,104.89,43.39,11.49,,
MR Adair,Powerplay,10,4,1,2,batter,250.0,25.0,50.0,,
MR Marsh,Death,2248,2273,1020,243,batter,98.9,44.87,10.69,,
MR Marsh,Long-format,2076,3682,2709,301,batter,56.38,73.57,8.17,,
MR Marsh,Middle,1662,1454,649,216,batter,114.31,44.64,14.86,,
MR Marsh,Powerplay,1299,1042,551,222,batter,124.66,52.88,21.31,,
MRJ Watt,Death,1066,1205,593,113,batter,88.46,49.21,9.38,,
MRJ Watt,Middle,111,117,47,10,batter,94.87,40.17,8.55,,
MRJ Watt,Powerplay,21,27,16,3,batter,77.78,59.26,11.11,,
MS Atapattu,Death,1212,1560,704,92,batter,77.69,45.13,5.9,,
MS Atapattu,Long-format,329,859,697,39,batter,38.3,81.14,4.54,,
MS Atapattu,Middle,501,801,531,67,batter,62.55,66.29,8.36,,
MS Atapattu,Powerplay,300,571,423,41,batter,52.54,74.08,7.18,,
MS Chapman,Death,995,828,340,127,batter,120.17,41.06,15.34,,
MS Chapman,Middle,1524,1105,351,189,batter,137.92,31.76,17.1,,
MS Chapman,Powerplay,286,293,163,41,batter,97.61,55.63,13.99,,
MS Dhoni,Death,10481,11370,5086,1021,batter,92.18,44.73,8.98,,
MS Dhoni,Long-format,4687,7961,5532,593,batter,58.87,69.49,7.45,,
MS Dhoni,Middle,1240,1536,775,121,batter,80.73,50.46,7.88,,
MS Dhoni,Powerplay,90,132,87,12,batter,68.18,65.91,9.09,,
MS Panesar,Death,27,91,69,2,batter,29.67,75.82,2.2,,
MS Panesar,Long-format,217,718,603,24,batter,30.22,83.98,3.34,,
MS Wade,Death,1870,1874,805,181,batter,99.79,42.96,9.66,,
MS Wade,Long-format,1607,3189,2344,187,batter,50.39,73.5,5.86,,
MS Wade,Middle,664,734,329,57,batter,90.46,44.82,7.77,,
MS Wade,Powerplay,438,446,247,60,batter,98.21,55.38,13.45,,
MV Boucher,Death,2565,2770,1235,245,batter,92.6,44.58,8.84,,
MV Boucher,Long-format,2897,5864,4257,339,batter,49.4,72.6,5.78,,
MV Boucher,Middle,279,374,189,28,batter,74.6,50.53,7.49,,
MV Boucher,Powerplay,13,17,8,1,batter,76.47,47.06,5.88,,
Mahmudullah,Death,5277,6168,2974,512,batter,85.55,48.22,8.3,,
Mahmudullah,Long-format,2892,5400,3870,362,batter,53.56,71.67,6.7,,
Mahmudullah,Middle,1847,2052,946,181,batter,90.01,46.1,8.82,,
Mahmudullah,Powerplay,189,216,132,30,batter,87.5,61.11,13.89,,
Mashrafe Mortaza,Death,1487,1681,896,178,batter,88.46,53.3,10.59,,
Mashrafe Mortaza,Long-format,509,720,508,74,batter,70.69,70.56,10.28,,
Mashrafe Mortaza,Middle,96,93,48,12,batter,103.23,51.61,12.9,,
Mehedi Hasan Miraz,Death,1179,1432,741,121,batter,82.33,51.75,8.45,,
Mehedi Hasan Miraz,Long-format,2143,4224,3121,270,batter,50.73,73.89,6.39,,
Mehedi Hasan Miraz,Middle,377,427,219,41,batter,88.29,51.29,9.6,,
Mehedi Hasan Miraz,Powerplay,188,175,95,29,batter,107.43,54.29,16.57,,
Misbah-ul-Haq,Death,4610,5646,2710,392,batter,81.65,48.0,6.94,,
Misbah-ul-Haq,Long-format,5090,11310,8531,575,batter,45.0,75.43,5.08,,
Misbah-ul-Haq,Middle,829,1320,769,67,batter,62.8,58.26,5.08,,
Misbah-ul-Haq,Powerplay,62,131,92,3,batter,47.33,70.23,2.29,,
Mohammad Abbas,Long-format,127,708,637,16,batter,17.94,89.97,2.26,,
Mohammad Amir,Death,427,505,273,46,batter,84.55,54.06,9.11,,
Mohammad Amir,Long-format,751,1977,1604,94,batter,37.99,81.13,4.75,,
Mohammad Amir,Middle,1,12,11,0,batter,8.33,91.67,0.0,,
Mohammad Ashraful,Death,1288,1659,845,125,batter,77.64,50.93,7.53,,
Mohammad Ashraful,Long-format,1506,3081,2335,190,batter,48.88,75.79,6.17,,
Mohammad Ashraful,Middle,982,1376,866,130,batter,71.37,62.94,9.45,,
Mohammad Ashraful,Powerplay,396,563,362,52,batter,70.34,64.3,9.24,,
Mohammad Asif,Death,34,93,72,3,batter,36.56,77.42,3.23,,
Mohammad Asif,Long-format,120,369,307,16,batter,32.52,83.2,4.34,,
Mohammad Hafeez,Death,3442,3667,1661,344,batter,93.86,45.3,9.38,,
Mohammad Hafeez,Long-format,3311,5709,4119,444,batter,58.0,72.15,7.78,,
Mohammad Hafeez,Middle,3413,3760,2016,433,batter,90.77,53.62,11.52,,
Mohammad Hafeez,Powerplay,1907,2708,1822,281,batter,70.42,67.28,10.38,,
Mohammad Irfan,Death,52,155,128,7,batter,33.55,82.58,4.52,,
Mohammad Irfan,Long-format,28,87,72,4,batter,32.18,82.76,4.6,,
Mohammad Nawaz,Death,749,612,267,96,batter,122.39,43.63,15.69,,
Mohammad Nawaz,Long-format,94,189,136,11,batter,49.74,71.96,5.82,,
Mohammad Nawaz,Middle,323,287,115,40,batter,112.54,40.07,13.94,,
Mohammad Nawaz,Powerplay,6,7,3,1,batter,85.71,42.86,14.29,,
Mohammad Rafique,Death,441,675,415,45,batter,65.33,61.48,6.67,,
Mohammad Rafique,Long-format,468,756,541,66,batter,61.9,71.56,8.73,,
Mohammad Rafique,Middle,25,29,21,4,batter,86.21,72.41,13.79,,
Mohammad Rafique,Powerplay,22,23,15,3,batter,95.65,65.22,13.04,,
Mohammad Rizwan,Death,2907,2995,1250,286,batter,97.06,41.74,9.55,,
Mohammad Rizwan,Long-format,2563,4750,3314,280,batter,53.96,69.77,5.89,,
Mohammad Rizwan,Middle,1861,1779,616,163,batter,104.61,34.63,9.16,,
Mohammad Rizwan,Powerplay,1467,1297,588,204,batter,113.11,45.34,15.73,,
Mohammad Sami,Death,262,372,209,22,batter,70.43,56.18,5.91,,
Mohammad Sami,Long-format,288,859,708,34,batter,33.53,82.42,3.96,,
Mohammad Sami,Middle,3,13,10,0,batter,23.08,76.92,0.0,,
Mohammad Wasim,Death,130,148,79,17,batter,87.84,53.38,11.49,,
Mohammad Wasim,Long-format,55,74,53,7,batter,74.32,71.62,9.46,,
Mohammad Wasim,Middle,8,11,8,1,batter,72.73,72.73,9.09,,
Mohammad Yousuf,Death,2279,2844,1323,188,batter,80.13,46.52,6.61,,
Mohammad Yousuf,Long-format,2621,4687,3308,334,batter,55.92,70.58,7.13,,
Mohammad Yousuf,Middle,482,761,499,60,batter,63.34,65.57,7.88,,
Mohammad Yousuf,Powerplay,68,101,66,7,batter,67.33,65.35,6.93,,
Mohammed Shami,Death,231,280,153,27,batter,82.5,54.64,9.64,,
Mohammed Shami,Long-format,750,1003,673,108,batter,74.78,67.1,10.77,,
Mohammed Siraj,Death,71,149,97,4,batter,47.65,65.1,2.68,,
Mohammed Siraj,Long-format,154,450,362,18,batter,34.22,80.44,4.0,,
Mominul Haque,Death,337,392,186,37,batter,85.97,47.45,9.44,,
Mominul Haque,Long-format,4843,9037,6392,573,batter,53.59,70.73,6.34,,
Mominul Haque,Middle,166,228,128,19,batter,72.81,56.14,8.33,,
Mominul Haque,Powerplay,43,84,57,4,batter,51.19,67.86,4.76,,
Mushfiqur Rahim,Death,6169,6954,3080,572,batter,88.71,44.29,8.23,,
Mushfiqur Rahim,Long-format,6450,13219,9643,774,batter,48.79,72.95,5.86,,
Mushfiqur Rahim,Middle,1926,2433,1267,195,batter,79.16,52.08,8.01,,
Mushfiqur Rahim,Powerplay,283,496,334,35,batter,57.06,67.34,7.06,,
Mustafizur Rahman,Death,226,432,287,23,batter,52.31,66.44,5.32,,
Mustafizur Rahman,Long-format,66,161,130,8,batter,40.99,80.75,4.97,,
Mustafizur Rahman,Middle,24,23,14,3,batter,104.35,60.87,13.04,,
N Dickwella,Death,466,548,246,43,batter,85.04,44.89,7.85,,
N Dickwella,Long-format,2738,4127,2638,312,batter,66.34,63.92,7.56,,
N Dickwella,Middle,727,726,310,82,batter,100.14,42.7,11.29,,
N Dickwella,Powerplay,883,805,411,143,batter,109.69,51.06,17.76,,
N Pooran,Death,1806,1591,718,226,batter,113.51,45.13,14.2,,
N Pooran,Middle,1539,1423,602,168,batter,108.15,42.3,11.81,,
N Pooran,Powerplay,658,459,231,110,batter,143.36,50.33,23.97,,
N Pradeep,Death,45,92,68,5,batter,48.91,73.91,5.43,,
N Pradeep,Long-format,132,361,303,19,batter,36.57,83.93,5.26,,
N Vanua,Death,934,1060,594,103,batter,88.11,56.04,9.72,,
N Vanua,Middle,365,299,119,39,batter,122.07,39.8,13.04,,
N Vanua,Powerplay,52,47,20,5,batter,110.64,42.55,10.64,,
N Wagner,Long-format,865,1670,1328,130,batter,51.8,79.52,7.78,,
NGRP Jayasuriya,Death,11,13,7,1,batter,84.62,53.85,7.69,,
NGRP Jayasuriya,Long-format,253,762,619,27,batter,33.2,81.23,3.54,,
NJ Astle,Death,879,1027,478,79,batter,85.59,46.54,7.69,,
NJ Astle,Long-format,684,1359,993,94,batter,50.33,73.07,6.92,,
NJ Astle,Middle,497,619,380,73,batter,80.29,61.39,11.79,,
NJ Astle,Powerplay,253,426,293,37,batter,59.39,68.78,8.69,,
NL McCullum,Death,1252,1379,632,120,batter,90.79,45.83,8.7,,
NL McCullum,Middle,105,124,50,8,batter,84.68,40.32,6.45,,
NL McCullum,Powerplay,3,6,3,0,batter,50.0,50.0,0.0,,
NLTC Perera,Death,2722,2227,874,317,batter,122.23,39.25,14.23,,
NLTC Perera,Long-format,203,278,176,25,batter,73.02,63.31,8.99,,
NLTC Perera,Middle,637,491,172,74,batter,129.74,35.03,15.07,,
NLTC Perera,Powerplay,61,44,17,9,batter,138.64,38.64,20.45,,
NM Coulter-Nile,Death,339,331,144,36,batter,102.42,43.5,10.88,,
NM Coulter-Nile,Middle,62,48,21,10,batter,129.17,43.75,20.83,,
NM Coulter-Nile,Powerplay,1,3,2,0,batter,33.33,66.67,0.0,,
NM Hauritz,Death,299,311,126,27,batter,96.14,40.51,8.68,,
NM Hauritz,Long-format,425,848,625,53,batter,50.12,73.7,6.25,,
NM Hauritz,Middle,2,7,4,0,batter,28.57,57.14,0.0,,
NM Lyon,Death,81,87,44,9,batter,93.1,50.57,10.34,,
NM Lyon,Long-format,1642,3263,2465,221,batter,50.32,75.54,6.77,,
NP Kenjige,Death,439,643,350,34,batter,68.27,54.43,5.29,,
NP Kenjige,Middle,5,13,9,0,batter,38.46,69.23,0.0,,
NW Bracken,Death,187,280,160,15,batter,66.79,57.14,5.36,,
NW Bracken,Long-format,8,20,16,0,batter,40.0,80.0,0.0,,
NW Bracken,Middle,1,4,3,0,batter,25.0,75.0,0.0,,
Naseem Shah,Death,229,250,132,26,batter,91.6,52.8,10.4,,
Naseem Shah,Long-format,144,455,396,23,batter,31.65,87.03,5.05,,
Naseem Shah,Middle,13,16,9,2,batter,81.25,56.25,12.5,,
Nasir Hossain,Death,1314,1587,781,131,batter,82.8,49.21,8.25,,
Nasir Hossain,Long-format,1044,1914,1369,129,batter,54.55,71.53,6.74,,
Nasir Hossain,Middle,207,221,95,19,batter,93.67,42.99,8.6,,
Nasir Hossain,Powerplay,18,12,4,3,batter,150.0,33.33,25.0,,
Nauman Ali,Long-format,391,851,662,53,batter,45.95,77.79,6.23,,
Naved-ul-Hasan,Death,443,515,259,44,batter,86.02,50.29,8.54,,
Naved-ul-Hasan,Long-format,26,26,17,4,batter,100.0,65.38,15.38,,
Naved-ul-Hasan,Middle,1,2,1,0,batter,50.0,50.0,0.0,,
Nazmul Hossain Shanto,Death,836,938,417,82,batter,89.13,44.46,8.74,,
Nazmul Hossain Shanto,Long-format,2258,4350,3158,276,batter,51.91,72.6,6.34,,
Nazmul Hossain Shanto,Middle,1105,1182,556,132,batter,93.49,47.04,11.17,,
Nazmul Hossain Shanto,Powerplay,594,728,431,81,batter,81.59,59.2,11.13,,
Nizakat Khan,Death,444,452,212,50,batter,98.23,46.9,11.06,,
Nizakat Khan,Middle,1129,993,342,111,batter,113.7,34.44,11.18,,
Nizakat Khan,Powerplay,1166,1011,441,163,batter,115.33,43.62,16.12,,
OA Shah,Death,1392,1587,714,124,batter,87.71,44.99,7.81,,
OA Shah,Long-format,142,358,291,20,batter,39.66,81.28,5.59,,
OA Shah,Middle,495,525,260,59,batter,94.29,49.52,11.24,,
OA Shah,Powerplay,39,84,60,6,batter,46.43,71.43,7.14,,
OJ Pope,Long-format,3718,5758,3797,456,batter,64.57,65.94,7.92,,
P Kumar,Death,288,334,164,31,batter,86.23,49.1,9.28,,
P Kumar,Long-format,149,158,97,26,batter,94.3,61.39,16.46,,
P Kumar,Middle,6,10,5,0,batter,60.0,50.0,0.0,,
P Nissanka,Death,894,843,347,112,batter,106.05,41.16,13.29,,
P Nissanka,Long-format,1296,2282,1570,154,batter,56.79,68.8,6.75,,
P Nissanka,Middle,1801,1713,722,213,batter,105.14,42.15,12.43,,
P Nissanka,Powerplay,2036,2012,1090,307,batter,101.19,54.17,15.26,,
P Utseya,Death,1165,1913,1117,91,batter,60.9,58.39,4.76,,
P Utseya,Long-format,62,171,137,7,batter,36.26,80.12,4.09,,
P Utseya,Middle,16,63,49,1,batter,25.4,77.78,1.59,,
PA van Meekeren,Death,195,218,114,21,batter,89.45,52.29,9.63,,
PA van Meekeren,Middle,51,57,29,5,batter,89.47,50.88,8.77,,
PADLR Sandakan,Death,78,159,98,5,batter,49.06,61.64,3.14,,
PADLR Sandakan,Long-format,117,273,223,19,batter,42.86,81.68,6.96,,
PADLR Sandakan,Middle,9,19,14,1,batter,47.37,73.68,5.26,,
PD Collingwood,Death,3855,4760,2342,329,batter,80.99,49.2,6.91,,
