player,phase,runs,balls,dots,boundaries,entity_type,strike_rate,dot_ball_pct,boundary_pct,wickets,economy
K Klein,Death,461,431,204,50,bowler,,47.33,11.6,27.0,6.42
K Klein,Middle,232,265,152,27,bowler,,57.36,10.19,13.0,5.25
K Klein,Powerplay,546,540,324,80,bowler,,60.0,14.81,26.0,6.07
K Mirpuri,Death,82,35,6,10,bowler,,17.14,28.57,3.0,14.06
K Mirpuri,Middle,657,492,189,79,bowler,,38.41,16.06,21.0,8.01
K Mirpuri,Powerplay,180,120,54,28,bowler,,45.0,23.33,5.0,9.0
K Mishara,Death,9,6,2,1,bowler,,33.33,16.67,0.0,9.0
K Mishara,Middle,10,6,0,1,bowler,,0.0,16.67,0.0,10.0
K Motlanka,Death,22,23,13,2,bowler,,56.52,8.7,3.0,5.74
K Motlanka,Middle,140,115,47,14,bowler,,40.87,12.17,7.0,7.3
K Nassoro,Death,102,87,41,10,bowler,,47.13,11.49,7.0,7.03
K Nassoro,Middle,784,704,304,86,bowler,,43.18,12.22,30.0,6.68
K Nassoro,Powerplay,81,72,46,13,bowler,,63.89,18.06,4.0,6.75
K Nestor,Death,71,36,9,8,bowler,,25.0,22.22,3.0,11.83
K Nestor,Middle,103,74,28,11,bowler,,37.84,14.86,3.0,8.35
K Nestor,Powerplay,358,243,108,48,bowler,,44.44,19.75,9.0,8.84
K Pierre,Death,214,246,129,20,bowler,,52.44,8.13,2.0,5.22
K Pierre,Long-format,246,402,257,28,bowler,,63.93,6.97,1.0,3.67
K Pierre,Middle,239,210,90,23,bowler,,42.86,10.95,8.0,6.83
K Pierre,Powerplay,132,78,27,18,bowler,,34.62,23.08,2.0,10.15
K Piet,Death,52,40,14,5,bowler,,35.0,12.5,3.0,7.8
K Piet,Middle,385,354,155,41,bowler,,43.79,11.58,23.0,6.53
K Piet,Powerplay,151,132,80,25,bowler,,60.61,18.94,3.0,6.86
K Santokie,Death,74,65,20,7,bowler,,30.77,10.77,8.0,6.83
K Santokie,Middle,16,18,6,1,bowler,,33.33,5.56,0.0,5.33
K Santokie,Powerplay,188,162,81,26,bowler,,50.0,16.05,10.0,6.96
K Senamontree,Death,81,68,28,8,bowler,,41.18,11.76,11.0,7.15
K Senamontree,Middle,70,54,20,9,bowler,,37.04,16.67,2.0,7.78
K Senamontree,Powerplay,259,239,132,40,bowler,,55.23,16.74,8.0,6.5
K Sinclair,Death,242,315,155,21,bowler,,49.21,6.67,11.0,4.61
K Sinclair,Long-format,384,552,326,36,bowler,,59.06,6.52,9.0,4.17
K Sinclair,Middle,102,108,41,8,bowler,,37.96,7.41,2.0,5.67
K Sinclair,Powerplay,88,66,18,8,bowler,,27.27,12.12,2.0,8.0
K Thuchila,Death,4,6,3,0,bowler,,50.0,0.0,1.0,4.0
K Thuchila,Middle,101,111,53,8,bowler,,47.75,7.21,5.0,5.46
K Thuchila,Powerplay,253,276,164,34,bowler,,59.42,12.32,16.0,5.5
K Waiswa,Death,151,114,44,15,bowler,,38.6,13.16,19.0,7.95
K Waiswa,Middle,426,354,133,46,bowler,,37.57,12.99,20.0,7.22
K Waiswa,Powerplay,83,78,46,12,bowler,,58.97,15.38,3.0,6.38
K Weeraratne,Death,60,54,19,6,bowler,,35.19,11.11,0.0,6.67
K Weeraratne,Middle,95,84,34,10,bowler,,40.48,11.9,4.0,6.79
K Weeraratne,Powerplay,39,30,15,4,bowler,,50.0,13.33,0.0,7.8
KA Edwards,Long-format,19,24,13,1,bowler,,54.17,4.17,0.0,4.75
KAB Hynam-Nyberg,Death,8,6,1,1,bowler,,16.67,16.67,0.0,8.0
KAB Hynam-Nyberg,Middle,103,60,12,12,bowler,,20.0,20.0,2.0,10.3
KAB Hynam-Nyberg,Powerplay,54,42,20,6,bowler,,47.62,14.29,3.0,7.71
KAD Hurdle,Death,126,132,78,13,bowler,,59.09,9.85,5.0,5.73
KAD Hurdle,Middle,116,150,98,13,bowler,,65.33,8.67,4.0,4.64
KAD Hurdle,Powerplay,149,156,105,14,bowler,,67.31,8.97,6.0,5.73
KAR Hodge,Death,62,54,26,7,bowler,,48.15,12.96,1.0,6.89
KAR Hodge,Long-format,197,264,145,13,bowler,,54.92,4.92,4.0,4.48
KAR Hodge,Middle,51,54,30,7,bowler,,55.56,12.96,1.0,5.67
KB Ahir,Death,35,18,6,3,bowler,,33.33,16.67,3.0,11.67
KB Ahir,Middle,35,18,4,4,bowler,,22.22,22.22,1.0,11.67
KB Ahir,Powerplay,119,114,64,18,bowler,,56.14,15.79,5.0,6.26
KD Shah,Death,123,140,61,10,bowler,,43.57,7.14,7.0,5.27
KD Shah,Middle,257,192,60,30,bowler,,31.25,15.62,5.0,8.03
KD Shah,Powerplay,243,216,108,38,bowler,,50.0,17.59,10.0,6.75
KDA Lukies,Death,89,88,46,8,bowler,,52.27,9.09,8.0,6.07
KDA Lukies,Middle,185,204,90,14,bowler,,44.12,6.86,11.0,5.44
KDA Lukies,Powerplay,303,348,206,34,bowler,,59.2,9.77,22.0,5.22
KDK Vithanage,Death,17,12,4,3,bowler,,33.33,25.0,0.0,8.5
KDK Vithanage,Long-format,133,174,102,14,bowler,,58.62,8.05,1.0,4.59
KH Abe,Middle,8,6,3,1,bowler,,50.0,16.67,1.0,8.0
KH Pandya,Death,203,221,94,14,bowler,,42.53,6.33,3.0,5.51
KH Pandya,Middle,512,381,119,50,bowler,,31.23,13.12,11.0,8.06
KH Pandya,Powerplay,62,36,11,7,bowler,,30.56,19.44,3.0,10.33
KH Prajapati,Death,4,2,1,1,bowler,,50.0,50.0,0.0,12.0
KH Prajapati,Middle,16,8,3,3,bowler,,37.5,37.5,0.0,12.0
KHRK Fernando,Death,41,66,41,3,bowler,,62.12,4.55,1.0,3.73
KJ Ferrary,Middle,185,170,71,20,bowler,,41.76,11.76,10.0,6.53
KJ Ferrary,Powerplay,41,18,6,7,bowler,,33.33,38.89,2.0,13.67
KK Ahmed,Death,365,294,121,43,bowler,,41.16,14.63,14.0,7.45
KK Ahmed,Middle,293,252,122,40,bowler,,48.41,15.87,9.0,6.98
KK Ahmed,Powerplay,324,270,146,56,bowler,,54.07,20.74,7.0,7.2
KK Jennings,Long-format,55,73,47,7,bowler,,64.38,9.59,0.0,4.52
KK Lin Thu,Death,25,24,14,4,bowler,,58.33,16.67,0.0,6.25
KK Lin Thu,Middle,33,54,33,3,bowler,,61.11,5.56,1.0,3.67
KK Lin Thu,Powerplay,267,252,130,32,bowler,,51.59,12.7,14.0,6.36
KK Nair,Long-format,11,12,4,1,bowler,,33.33,8.33,0.0,5.5
KK Peters,Long-format,69,120,96,12,bowler,,80.0,10.0,2.0,3.45
KM Dabengwa,Death,617,682,303,50,bowler,,44.43,7.33,12.0,5.43
KM Dabengwa,Long-format,214,384,278,28,bowler,,72.4,7.29,5.0,3.34
KM Dabengwa,Middle,79,42,9,12,bowler,,21.43,28.57,0.0,11.29
KM Jadhav,Death,878,1013,452,73,bowler,,44.62,7.21,24.0,5.2
KM Jadhav,Middle,115,132,62,10,bowler,,46.97,7.58,2.0,5.23
KMA Paul,Death,894,727,291,108,bowler,,40.03,14.86,27.0,7.38
KMA Paul,Long-format,189,342,265,22,bowler,,77.49,6.43,6.0,3.32
KMA Paul,Middle,664,582,256,80,bowler,,43.99,13.75,15.0,6.85
KMA Paul,Powerplay,224,204,111,30,bowler,,54.41,14.71,7.0,6.59
KMC Bandara,Death,48,36,10,5,bowler,,27.78,13.89,1.0,8.0
KMC Bandara,Middle,29,18,7,5,bowler,,38.89,27.78,0.0,9.67
KMC Bandara,Powerplay,17,12,4,3,bowler,,33.33,25.0,0.0,8.5
KN Peiris,Long-format,520,789,482,52,bowler,,61.09,6.59,12.0,3.95
KNA Bandara,Death,8,6,1,1,bowler,,16.67,16.67,0.0,8.0
KNA Bandara,Middle,2,6,4,0,bowler,,66.67,0.0,0.0,2.0
KO Meth,Death,213,160,42,24,bowler,,26.25,15.0,2.0,7.99
KO Meth,Long-format,98,324,267,9,bowler,,82.41,2.78,4.0,1.81
KO Meth,Middle,145,150,85,23,bowler,,56.67,15.33,2.0,5.8
KO Meth,Powerplay,119,120,69,14,bowler,,57.5,11.67,1.0,5.95
KOK Williams,Death,446,374,149,45,bowler,,39.84,12.03,21.0,7.16
KOK Williams,Middle,349,252,74,35,bowler,,29.37,13.89,9.0,8.31
KOK Williams,Powerplay,168,120,59,27,bowler,,49.17,22.5,4.0,8.4
KP Meiyappan,Death,1069,1148,565,106,bowler,,49.22,9.23,37.0,5.59
KP Meiyappan,Middle,402,366,136,35,bowler,,37.16,9.56,23.0,6.59
KP Meiyappan,Powerplay,10,6,2,2,bowler,,33.33,33.33,0.0,10.0
KS Airee,Death,125,103,33,11,bowler,,32.04,10.68,5.0,7.28
KS Airee,Middle,49,60,37,6,bowler,,61.67,10.0,3.0,4.9
KS Airee,Powerplay,157,156,86,20,bowler,,55.13,12.82,9.0,6.04
KS Bagabena,Death,46,30,11,6,bowler,,36.67,20.0,2.0,9.2
KS Bagabena,Middle,206,161,63,23,bowler,,39.13,14.29,9.0,7.68
KS Bagabena,Powerplay,302,288,156,37,bowler,,54.17,12.85,8.0,6.29
KS Lokuarachchi,Death,481,612,298,38,bowler,,48.69,6.21,14.0,4.72
KS Lokuarachchi,Middle,66,84,53,8,bowler,,63.1,9.52,4.0,4.71
KT Maphaka,Death,264,154,53,33,bowler,,34.42,21.43,10.0,10.29
KT Maphaka,Long-format,174,260,164,20,bowler,,63.08,7.69,3.0,4.02
KT Maphaka,Middle,252,179,67,29,bowler,,37.43,16.2,9.0,8.45
KT Maphaka,Powerplay,225,150,66,35,bowler,,44.0,23.33,4.0,9.0
KTH Ratnayake,Long-format,389,604,364,38,bowler,,60.26,6.29,9.0,3.86
KU Carty,Death,18,18,10,3,bowler,,55.56,16.67,0.0,6.0
KU Carty,Middle,10,7,1,1,bowler,,14.29,14.29,0.0,8.57
KV Morea,Death,499,498,222,42,bowler,,44.58,8.43,28.0,6.01
KV Morea,Middle,253,248,115,24,bowler,,46.37,9.68,4.0,6.12
KV Morea,Powerplay,376,456,276,42,bowler,,60.53,9.21,21.0,4.95
KV Sharma,Death,135,108,53,18,bowler,,49.07,16.67,0.0,7.5
KV Sharma,Long-format,238,294,170,30,bowler,,57.82,10.2,4.0,4.86
KV Sharma,Middle,18,30,16,1,bowler,,53.33,3.33,1.0,3.6
KW Richardson,Death,1024,1024,464,107,bowler,,45.31,10.45,57.0,6.0
KW Richardson,Middle,646,486,189,89,bowler,,38.89,18.31,14.0,7.98
KW Richardson,Powerplay,581,534,286,81,bowler,,53.56,15.17,12.0,6.53
Kabir Ali,Death,399,385,185,43,bowler,,48.05,11.17,12.0,6.22
Kabir Ali,Long-format,136,216,155,18,bowler,,71.76,8.33,5.0,3.78
Kabir Ali,Middle,157,162,105,24,bowler,,64.81,14.81,6.0,5.81
Kabir Ali,Powerplay,75,66,40,12,bowler,,60.61,18.18,0.0,6.82
Kabir Berlia,Death,15,15,7,2,bowler,,46.67,13.33,3.0,6.0
Kabir Berlia,Middle,146,100,38,21,bowler,,38.0,21.0,5.0,8.76
Kaleemullah,Death,685,611,265,76,bowler,,43.37,12.44,21.0,6.73
Kaleemullah,Middle,602,798,516,77,bowler,,64.66,9.65,22.0,4.53
Kaleemullah,Powerplay,1021,1332,859,137,bowler,,64.49,10.29,31.0,4.6
Kamran Ahmadzai,Death,56,24,6,10,bowler,,25.0,41.67,1.0,14.0
Kamran Ahmadzai,Middle,28,32,13,3,bowler,,40.62,9.38,4.0,5.25
Kamran Ahmadzai,Powerplay,67,57,33,12,bowler,,57.89,21.05,1.0,7.05
Kamran Ghulam,Death,16,24,12,1,bowler,,50.0,4.17,1.0,4.0
Kamran Ghulam,Long-format,16,18,7,1,bowler,,38.89,5.56,0.0,5.33
Kamran Shazad,Death,34,42,18,2,bowler,,42.86,4.76,3.0,4.86
Kamran Shazad,Middle,90,70,31,13,bowler,,44.29,18.57,3.0,7.71
Kamran Shazad,Powerplay,53,42,24,9,bowler,,57.14,21.43,0.0,7.57
Kamrul Islam Rabbi,Long-format,504,750,510,71,bowler,,68.0,9.47,8.0,4.03
Karma Dorji,Death,29,30,14,2,bowler,,46.67,6.67,4.0,5.8
Karma Dorji,Middle,60,61,23,4,bowler,,37.7,6.56,2.0,5.9
Karma Dorji,Powerplay,135,90,35,19,bowler,,38.89,21.11,1.0,9.0
Kashif Daud,Death,263,230,83,21,bowler,,36.09,9.13,12.0,6.86
Kashif Daud,Middle,125,198,126,13,bowler,,63.64,6.57,3.0,3.79
Kashif Daud,Powerplay,374,456,275,42,bowler,,60.31,9.21,11.0,4.92
Kashif Khan,Middle,37,49,26,3,bowler,,53.06,6.12,4.0,4.53
Kashif Khan,Powerplay,38,24,11,7,bowler,,45.83,29.17,0.0,9.5
Kawsar Khan,Death,35,30,10,3,bowler,,33.33,10.0,2.0,7.0
Kawsar Khan,Middle,31,30,12,4,bowler,,40.0,13.33,3.0,6.2
Kawsar Khan,Powerplay,69,84,55,10,bowler,,65.48,11.9,5.0,4.93
Khaled Ahmed,Death,47,50,28,5,bowler,,56.0,10.0,2.0,5.64
Khaled Ahmed,Long-format,1539,2592,1849,205,bowler,,71.33,7.91,32.0,3.56
Khaled Ahmed,Middle,48,42,20,5,bowler,,47.62,11.9,1.0,6.86
Khaled Ahmed,Powerplay,14,12,5,2,bowler,,41.67,16.67,0.0,7.0
Khaled Mahmud,Death,732,877,445,63,bowler,,50.74,7.18,16.0,5.01
Khaled Mahmud,Long-format,372,756,576,48,bowler,,76.19,6.35,8.0,2.95
Khaled Mahmud,Middle,257,276,160,26,bowler,,57.97,9.42,6.0,5.59
Khaled Mahmud,Powerplay,49,30,14,8,bowler,,46.67,26.67,0.0,9.8
Khawar Ali,Death,1225,1487,734,92,bowler,,49.36,6.19,43.0,4.94
Khawar Ali,Middle,627,623,227,47,bowler,,36.44,7.54,34.0,6.04
Khizar Hayat,Death,157,134,56,18,bowler,,41.79,13.43,14.0,7.03
Khizar Hayat,Middle,723,726,286,60,bowler,,39.39,8.26,28.0,5.98
Khizar Hayat,Powerplay,160,108,38,25,bowler,,35.19,23.15,3.0,8.89
Khurram Chohan,Death,239,217,85,25,bowler,,39.17,11.52,12.0,6.61
Khurram Chohan,Middle,112,140,93,16,bowler,,66.43,11.43,2.0,4.8
Khurram Chohan,Powerplay,134,180,125,20,bowler,,69.44,11.11,5.0,4.47
Khurram Khan,Death,175,156,43,13,bowler,,27.56,8.33,2.0,6.73
Khurram Khan,Middle,18,12,4,3,bowler,,33.33,25.0,1.0,9.0
Khurram Shahzad,Long-format,768,1128,774,104,bowler,,68.62,9.22,28.0,4.09
Khushdil Shah,Death,343,321,117,31,bowler,,36.45,9.66,4.0,6.41
Khushdil Shah,Middle,88,91,41,9,bowler,,45.05,9.89,6.0,5.8
Khushdil Shah,Powerplay,18,12,6,2,bowler,,50.0,16.67,0.0,9.0
Krishna Chandran,Death,208,186,73,21,bowler,,39.25,11.29,1.0,6.71
Krishna Chandran,Middle,42,42,22,6,bowler,,52.38,14.29,0.0,6.0
Kushal Malla,Death,623,836,436,50,bowler,,52.15,5.98,21.0,4.47
Kushal Malla,Middle,471,533,249,43,bowler,,46.72,8.07,20.0,5.3
Kushal Malla,Powerplay,81,84,48,11,bowler,,57.14,13.1,0.0,5.79
L Balaji,Death,414,400,180,42,bowler,,45.0,10.5,17.0,6.21
L Balaji,Long-format,249,414,315,46,bowler,,76.09,11.11,7.0,3.61
L Balaji,Middle,388,432,261,52,bowler,,60.42,12.04,11.0,5.39
L Balaji,Powerplay,199,204,129,29,bowler,,63.24,14.22,4.0,5.85
L Bruce,Death,306,194,52,31,bowler,,26.8,15.98,12.0,9.46
L Bruce,Middle,308,216,81,33,bowler,,37.5,15.28,9.0,8.56
L Bruce,Powerplay,442,372,170,57,bowler,,45.7,15.32,11.0,7.13
L Denny,Death,78,47,14,9,bowler,,29.79,19.15,7.0,9.96
L Denny,Middle,141,138,56,9,bowler,,40.58,6.52,6.0,6.13
L Denny,Powerplay,120,90,47,18,bowler,,52.22,20.0,3.0,8.0
L Embuldeniya,Long-format,2611,4845,3443,285,bowler,,71.06,5.88,71.0,3.23
L Erdenebulgan,Death,172,96,25,21,bowler,,26.04,21.88,10.0,10.75
L Erdenebulgan,Middle,57,36,7,6,bowler,,19.44,16.67,0.0,9.5
L Erdenebulgan,Powerplay,183,120,45,21,bowler,,37.5,17.5,8.0,9.15
L Gregory,Death,43,42,15,4,bowler,,35.71,9.52,2.0,6.14
L Gregory,Middle,131,96,32,15,bowler,,33.33,15.62,2.0,8.19
L Gregory,Powerplay,40,54,41,5,bowler,,75.93,9.26,2.0,4.44
L Klusener,Death,357,398,196,35,bowler,,49.25,8.79,9.0,5.38
L Klusener,Middle,37,60,39,3,bowler,,65.0,5.0,2.0,3.7
L McCarthy,Death,181,114,50,28,bowler,,43.86,24.56,5.0,9.53
L McCarthy,Middle,50,36,19,10,bowler,,52.78,27.78,0.0,8.33
L McCarthy,Powerplay,35,24,14,5,bowler,,58.33,20.83,0.0,8.75
L Monanthane,Death,17,12,3,1,bowler,,25.0,8.33,0.0,8.5
L Monanthane,Middle,52,51,22,5,bowler,,43.14,9.8,2.0,6.12
L Monanthane,Powerplay,4,6,3,0,bowler,,50.0,0.0,0.0,4.0
L Nyarko,Death,15,22,8,0,bowler,,36.36,0.0,1.0,4.09
L Nyarko,Middle,29,42,27,4,bowler,,64.29,9.52,3.0,4.14
L Nyarko,Powerplay,55,84,50,7,bowler,,59.52,8.33,5.0,3.93
L Shafeeg,Death,120,60,8,12,bowler,,13.33,20.0,2.0,12.0
L Shafeeg,Middle,57,44,16,6,bowler,,36.36,13.64,3.0,7.77
L Shafeeg,Powerplay,257,216,101,34,bowler,,46.76,15.74,10.0,7.14
L Siaka,Death,132,174,91,10,bowler,,52.3,5.75,4.0,4.55
L Siaka,Middle,176,204,94,13,bowler,,46.08,6.37,10.0,5.18
L Sipamla,Death,264,170,62,37,bowler,,36.47,21.76,4.0,9.32
L Sipamla,Long-format,245,419,318,39,bowler,,75.89,9.31,11.0,3.51
L Sipamla,Middle,224,154,48,28,bowler,,31.17,18.18,7.0,8.73
L Sipamla,Powerplay,162,132,64,23,bowler,,48.48,17.42,2.0,7.36
L Vincent,Death,22,18,12,3,bowler,,66.67,16.67,1.0,7.33
L Vincent,Long-format,2,6,4,0,bowler,,66.67,0.0,0.0,2.0
L Wood,Death,152,114,46,20,bowler,,40.35,17.54,10.0,8.0
L Wood,Middle,92,60,22,13,bowler,,36.67,21.67,1.0,9.2
L Wood,Powerplay,296,222,102,43,bowler,,45.95,19.37,9.0,8.0
LA Dawson,Death,374,385,165,33,bowler,,42.86,8.57,12.0,5.83
LA Dawson,Long-format,438,898,639,38,bowler,,71.16,4.23,8.0,2.93
LA Dawson,Middle,608,498,173,61,bowler,,34.74,12.25,23.0,7.33
LA Dawson,Powerplay,191,156,67,24,bowler,,42.95,15.38,6.0,7.35
LA Dunbar,Middle,7,6,2,1,bowler,,33.33,16.67,0.0,7.0
LA Simango,Death,13,6,2,1,bowler,,33.33,16.67,1.0,13.0
LA Simango,Middle,24,24,12,3,bowler,,50.0,12.5,1.0,6.0
LA Simango,Powerplay,126,114,53,15,bowler,,46.49,13.16,7.0,6.63
LB Williams,Death,420,297,113,55,bowler,,38.05,18.52,20.0,8.48
LB Williams,Long-format,105,185,139,18,bowler,,75.14,9.73,3.0,3.41
LB Williams,Middle,254,216,94,29,bowler,,43.52,13.43,13.0,7.06
LB Williams,Powerplay,347,282,151,53,bowler,,53.55,18.79,7.0,7.38
LD Madushanka,Death,139,90,15,14,bowler,,16.67,15.56,3.0,9.27
LD Madushanka,Middle,54,66,32,6,bowler,,48.48,9.09,1.0,4.91
LD Madushanka,Powerplay,15,12,4,1,bowler,,33.33,8.33,0.0,7.5
LF Muller,Death,9,12,7,1,bowler,,58.33,8.33,1.0,4.5
LF Muller,Middle,102,78,37,10,bowler,,47.44,12.82,7.0,7.85
LG Moras,Death,32,18,6,3,bowler,,33.33,16.67,0.0,10.67
LG Moras,Middle,53,42,17,5,bowler,,40.48,11.9,0.0,7.57
LG Moras,Powerplay,47,49,28,4,bowler,,57.14,8.16,1.0,5.76
LH Rodrigues,Death,89,86,37,3,bowler,,43.02,3.49,8.0,6.21
LH Rodrigues,Middle,49,47,22,3,bowler,,46.81,6.38,1.0,6.26
LH Rodrigues,Powerplay,189,239,138,17,bowler,,57.74,7.11,13.0,4.74
LHD Dilhara,Death,44,48,20,4,bowler,,41.67,8.33,1.0,5.5
LHD Dilhara,Middle,27,36,23,4,bowler,,63.89,11.11,2.0,4.5
LHD Dilhara,Powerplay,28,36,23,4,bowler,,63.89,11.11,0.0,4.67
LJ Burger,Death,212,222,99,19,bowler,,44.59,8.56,6.0,5.73
LJ Burger,Middle,69,90,54,7,bowler,,60.0,7.78,0.0,4.6
LJ Burger,Powerplay,16,18,14,4,bowler,,77.78,22.22,0.0,5.33
LJ Hamilton,Death,31,24,12,4,bowler,,50.0,16.67,0.0,7.75
LJ Hamilton,Middle,17,6,1,4,bowler,,16.67,66.67,0.0,17.0
LJ Hamilton,Powerplay,19,18,12,3,bowler,,66.67,16.67,0.0,6.33
LJ Woodcock,Death,129,134,60,14,bowler,,44.78,10.45,3.0,5.78
LJ Woodcock,Middle,96,90,33,9,bowler,,36.67,10.0,1.0,6.4
LJ Wright,Death,800,906,415,74,bowler,,45.81,8.17,14.0,5.3
LJ Wright,Middle,495,426,172,53,bowler,,40.38,12.44,18.0,6.97
LJ Wright,Powerplay,50,24,7,8,bowler,,29.17,33.33,1.0,12.5
LN Oluoch,Death,419,280,98,48,bowler,,35.0,17.14,26.0,8.98
LN Oluoch,Middle,261,204,87,33,bowler,,42.65,16.18,9.0,7.68
LN Oluoch,Powerplay,513,510,276,72,bowler,,54.12,14.12,20.0,6.04
LN Onyango,Death,179,162,79,24,bowler,,48.77,14.81,7.0,6.63
LN Onyango,Middle,118,125,73,17,bowler,,58.4,13.6,3.0,5.66
LN Onyango,Powerplay,25,24,15,4,bowler,,62.5,16.67,1.0,6.25
LOB Cann,Death,88,71,16,5,bowler,,22.54,7.04,1.0,7.44
LPC Silva,Death,37,48,21,1,bowler,,43.75,2.08,2.0,4.62
LPC Silva,Long-format,65,102,68,7,bowler,,66.67,6.86,1.0,3.82
LPC Silva,Middle,11,12,4,1,bowler,,33.33,8.33,0.0,5.5
LR Johnson,Long-format,9,24,17,0,bowler,,70.83,0.0,0.0,2.25
LR Morris,Death,53,63,35,6,bowler,,55.56,9.52,2.0,5.05
LR Morris,Middle,27,42,25,2,bowler,,59.52,4.76,2.0,3.86
LR Morris,Powerplay,16,18,12,2,bowler,,66.67,11.11,0.0,5.33
LS Baker,Death,90,90,35,9,bowler,,38.89,10.0,3.0,6.0
LS Baker,Long-format,310,510,352,39,bowler,,69.02,7.65,5.0,3.65
LS Baker,Middle,75,120,80,11,bowler,,66.67,9.17,3.0,3.75
LS Baker,Powerplay,113,108,60,18,bowler,,55.56,16.67,3.0,6.28
LS Livingstone,Death,949,878,361,98,bowler,,41.12,11.16,24.0,6.49
LS Livingstone,Middle,791,564,186,88,bowler,,32.98,15.6,30.0,8.41
LS Livingstone,Powerplay,19,12,6,4,bowler,,50.0,33.33,1.0,9.5
Luca Petre,Death,16,18,10,2,bowler,,55.56,11.11,2.0,5.33
Luca Petre,Middle,87,59,19,10,bowler,,32.2,16.95,4.0,8.85
Luca Petre,Powerplay,109,54,21,16,bowler,,38.89,29.63,4.0,12.11
Lucky Ali,Death,6,6,1,0,bowler,,16.67,0.0,0.0,6.0
Lucky Ali,Middle,138,174,93,10,bowler,,53.45,5.75,14.0,4.76
Lucky Ali,Powerplay,52,54,31,7,bowler,,57.41,12.96,2.0,5.78
Luqman Butt,Death,111,68,17,14,bowler,,25.0,20.59,3.0,9.79
Luqman Butt,Middle,154,156,78,20,bowler,,50.0,12.82,8.0,5.92
Luqman Butt,Powerplay,359,294,137,52,bowler,,46.6,17.69,8.0,7.33
M Akayezu,Death,343,247,95,38,bowler,,38.46,15.38,21.0,8.33
M Akayezu,Middle,783,615,258,83,bowler,,41.95,13.5,28.0,7.64
M Akayezu,Powerplay,513,354,174,73,bowler,,49.15,20.62,20.0,8.69
M Campopiano,Middle,32,37,15,2,bowler,,40.54,5.41,2.0,5.19
M Campopiano,Powerplay,8,6,2,1,bowler,,33.33,16.67,0.0,8.0
M Choamba,Death,20,21,8,1,bowler,,38.1,4.76,2.0,5.71
M Choamba,Middle,177,212,96,14,bowler,,45.28,6.6,11.0,5.01
M Choamba,Powerplay,42,36,21,7,bowler,,58.33,19.44,0.0,7.0
M Dale-Bradley,Death,88,70,25,8,bowler,,35.71,11.43,5.0,7.54
M Dale-Bradley,Middle,361,360,165,34,bowler,,45.83,9.44,23.0,6.02
M Dale-Bradley,Powerplay,44,36,17,6,bowler,,47.22,16.67,2.0,7.33
M Dillon,Death,261,286,129,19,bowler,,45.1,6.64,5.0,5.48
M Dillon,Long-format,361,810,629,39,bowler,,77.65,4.81,12.0,2.67
M Dillon,Middle,283,343,216,37,bowler,,62.97,10.79,12.0,4.95
M Dillon,Powerplay,180,318,225,19,bowler,,70.75,5.97,6.0,3.4
M Faraz Akram,Death,146,120,43,16,bowler,,35.83,13.33,2.0,7.3
M Faraz Akram,Middle,116,104,44,12,bowler,,42.31,11.54,2.0,6.69
M Faraz Akram,Powerplay,95,60,25,16,bowler,,41.67,26.67,0.0,9.5
M Gogev,Death,159,95,30,19,bowler,,31.58,20.0,6.0,10.04
M Gogev,Middle,196,138,49,23,bowler,,35.51,16.67,2.0,8.52
M Gogev,Powerplay,171,108,42,27,bowler,,38.89,25.0,2.0,9.5
M Grzinic,Death,5,6,4,1,bowler,,66.67,16.67,2.0,5.0
M Grzinic,Powerplay,13,30,23,2,bowler,,76.67,6.67,2.0,2.6
M Jobarteh,Death,77,29,12,9,bowler,,41.38,31.03,4.0,15.93
M Jobarteh,Middle,14,6,1,3,bowler,,16.67,50.0,0.0,14.0
M Jobarteh,Powerplay,154,106,53,19,bowler,,50.0,17.92,2.0,8.72
M Kartik,Death,959,1133,550,77,bowler,,48.54,6.8,27.0,5.08
M Kartik,Long-format,380,771,585,46,bowler,,75.88,5.97,10.0,2.96
M Kartik,Middle,87,90,45,11,bowler,,50.0,12.22,1.0,5.8
M Levitt,Death,339,408,215,34,bowler,,52.7,8.33,9.0,4.99
M Levitt,Middle,132,123,53,16,bowler,,43.09,13.01,5.0,6.44
M Levitt,Powerplay,23,15,6,4,bowler,,40.0,26.67,0.0,9.2
M Malle,Middle,5,6,3,1,bowler,,50.0,16.67,0.0,5.0
M Malle,Powerplay,28,18,9,4,bowler,,50.0,22.22,1.0,9.33
M Mooketsi,Death,86,48,22,13,bowler,,45.83,27.08,5.0,10.75
M Mooketsi,Middle,424,442,209,37,bowler,,47.29,8.37,23.0,5.76
M Mooketsi,Powerplay,464,450,256,67,bowler,,56.89,14.89,24.0,6.19
M Mwamadi,Death,4,8,5,0,bowler,,62.5,0.0,1.0,3.0
M Mwamadi,Middle,72,54,17,6,bowler,,31.48,11.11,2.0,8.0
M Pathirana,Death,471,335,131,48,bowler,,39.1,14.33,24.0,8.44
M Pathirana,Middle,537,427,174,52,bowler,,40.75,12.18,18.0,7.55
M Pathirana,Powerplay,111,82,32,16,bowler,,39.02,19.51,5.0,8.12
M Prasidh Krishna,Death,716,671,336,91,bowler,,50.07,13.56,30.0,6.4
M Prasidh Krishna,Long-format,756,960,608,107,bowler,,63.33,11.15,22.0,4.72
M Prasidh Krishna,Middle,436,402,209,63,bowler,,51.99,15.67,13.0,6.51
